"","Id","SalePrice","MSSubClass","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","MSZoning","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","Heating","HeatingQC","CentralAir","Electrical","KitchenQual","Functional","GarageType","GarageFinish","GarageQual","GarageCond","PavedDrive","SaleType","SaleCondition"
"279",317,260000,60,13005,7,7,1980,1980,278,692,0,153,845,1153,1200,0,2353,1,0,2,1,4,1,10,1,1983,2,484,288,195,0,0,0,0,0,8,2009,"RL","Pave","IR1","Lvl","AllPub","Corner","Gtl","NWAmes","Norm","Norm","1Fam","2Story","Gable","CompShg","CemntBd","CmentBd","BrkFace","Gd","TA","CBlock","Gd","TA","No","GLQ","Unf","GasA","TA","Y","SBrkr","Ex","Typ","Attchd","RFn","TA","TA","Y","WD","Normal"
"280",318,270000,60,9000,8,5,2006,2006,0,0,0,1088,1088,1088,871,0,1959,0,0,2,1,3,1,8,1,2006,3,1025,208,46,0,0,0,0,0,12,2007,"FV","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","Av","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Attchd","RFn","TA","TA","Y","WD","Normal"
"281",319,260000,60,9900,7,5,1993,1993,256,987,0,360,1347,1372,1274,0,2646,1,0,2,1,4,1,9,1,1993,3,656,340,60,144,0,0,0,0,4,2009,"RL","Pave","Reg","Low","AllPub","Inside","Mod","NoRidge","Norm","Norm","1Fam","2Story","Gable","CompShg","HdBoard","HdBoard","BrkFace","Gd","TA","PConc","Gd","TA","Gd","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Attchd","RFn","TA","TA","Y","WD","Normal"
"282",320,187500,80,14115,7,5,1980,1980,225,1036,0,336,1372,1472,0,0,1472,1,0,2,0,3,1,6,2,1980,2,588,233,48,0,0,0,0,0,6,2009,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","SLvl","Gable","CompShg","Plywood","Plywood","BrkFace","TA","TA","CBlock","Gd","TA","Av","GLQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","Attchd","Unf","TA","TA","Y","WD","Normal"
"283",321,342643,60,16259,9,5,2006,2006,370,0,0,1249,1249,1249,1347,0,2596,0,0,3,1,4,1,9,0,2006,3,840,240,154,0,0,0,0,0,9,2006,"RL","Pave","Reg","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","Stone","TA","TA","PConc","Ex","Gd","Av","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Attchd","RFn","TA","TA","Y","New","Partial"
"284",322,354000,60,12099,8,5,2004,2004,388,970,0,166,1136,1136,1332,0,2468,1,0,2,1,4,1,10,1,2004,3,872,184,154,0,0,0,0,0,6,2007,"RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Ex","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","BuiltIn","Fin","TA","TA","Y","WD","Normal"
"285",323,301000,60,10380,7,5,1986,1987,172,28,1474,0,1502,1553,1177,0,2730,1,0,2,1,4,1,8,1,1987,2,576,201,96,0,0,0,0,0,8,2007,"RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story","Gable","CompShg","Plywood","Plywood","BrkFace","Gd","TA","CBlock","TA","TA","Gd","LwQ","ALQ","GasA","Ex","Y","SBrkr","Gd","Typ","Attchd","Fin","TA","TA","Y","WD","Normal"
"286",324,126175,20,5820,3,8,1955,2005,0,256,0,906,1162,1163,0,0,1163,1,0,1,0,3,1,6,0,1955,1,220,142,98,0,0,0,0,0,7,2006,"RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","TA","Gd","CBlock","TA","TA","No","ALQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","Attchd","Unf","Fa","TA","Y","WD","Normal"
"287",325,242000,80,11275,7,7,1967,2007,300,0,0,710,710,1898,1080,0,2978,0,0,2,1,5,1,11,1,1961,2,564,240,0,0,0,0,0,0,6,2010,"RL","Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","PosN","Norm","1Fam","SLvl","Mansard","WdShake","Wd Sdng","Wd Sdng","BrkFace","Gd","Gd","CBlock","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","BuiltIn","Fin","TA","TA","Y","WD","Normal"
"288",326,87000,45,5000,5,6,1941,1950,0,116,0,604,720,803,0,0,803,0,0,1,0,2,1,5,0,1941,2,360,0,0,244,0,0,0,0,12,2007,"RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","RRAe","Norm","1Fam","1.5Unf","Gable","CompShg","MetalSd","MetalSd","None","TA","TA","CBlock","TA","TA","Av","BLQ","Unf","GasA","Po","N","FuseF","TA","Typ","Detchd","Unf","TA","TA","Y","WD","Normal"
"289",327,324000,120,10846,8,5,1993,1993,0,1619,0,100,1719,1719,0,0,1719,2,0,1,1,1,1,6,2,1993,2,473,122,30,0,0,0,0,0,5,2008,"RL","Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Veenker","Norm","Norm","TwnhsE","1Story","Gable","CompShg","BrkFace","BrkFace","None","Gd","TA","PConc","Gd","TA","Gd","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Attchd","Fin","TA","TA","Y","Con","Normal"
"290",328,145250,20,11600,6,5,1960,1960,175,565,0,818,1383,1383,0,0,1383,0,0,1,1,3,1,7,0,1960,1,292,0,45,0,0,0,0,0,4,2006,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace","TA","TA","CBlock","TA","TA","No","Rec","Unf","GasA","TA","Y","SBrkr","TA","Typ","Attchd","RFn","TA","TA","Y","WD","Normal"
"291",329,214500,75,11888,6,6,1916,1994,0,0,0,844,844,1445,689,0,2134,0,0,2,0,5,1,10,0,1930,2,441,0,60,268,0,0,0,0,7,2009,"RL","Pave","IR1","Bnk","AllPub","Inside","Gtl","BrkSide","PosN","Norm","1Fam","2.5Unf","Gable","CompShg","Wd Sdng","Wd Shng","None","TA","TA","BrkTil","TA","TA","No","Unf","Unf","GasA","Gd","N","FuseA","Gd","Typ","Detchd","Unf","TA","TA","Y","WD","Normal"
"292",330,78000,70,6402,5,5,1920,1950,0,0,0,596,596,596,596,0,1192,0,0,1,0,3,1,6,0,1920,1,189,0,0,137,0,0,0,0,7,2009,"RM","Pave","Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","2Story","Gable","CompShg","Wd Sdng","Wd Shng","None","TA","TA","PConc","TA","TA","Mn","Unf","Unf","GasA","TA","N","SBrkr","TA","Typ","Detchd","Unf","Fa","Fa","N","WD","Normal"
"293",331,119000,90,10624,5,4,1964,1964,84,40,264,1424,1728,1728,0,0,1728,0,1,2,0,6,2,10,0,2002,1,352,155,0,0,0,0,0,0,11,2007,"RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","Duplex","1Story","Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","No","GLQ","Rec","GasA","TA","Y","SBrkr","TA","Typ","Detchd","Unf","TA","TA","Y","WD","Normal"
"294",332,139000,20,8176,5,6,1958,1992,0,846,0,210,1056,1056,0,0,1056,1,0,1,0,3,1,6,0,1958,1,308,0,0,0,0,0,0,0,8,2007,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","CBlock","TA","TA","No","Rec","Unf","GasA","Fa","Y","SBrkr","TA","Typ","Attchd","RFn","TA","TA","Y","WD","Normal"
"295",334,207000,120,8198,7,5,2004,2004,146,720,0,638,1358,1358,0,0,1358,1,0,2,0,2,1,6,1,2004,2,484,192,30,0,0,0,0,0,7,2008,"RM","Pave","Reg","Lvl","AllPub","FR3","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story","Gable","CompShg","VinylSd","VinylSd","Stone","Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Attchd","RFn","TA","TA","Y","WD","Normal"
"296",335,192000,60,9042,6,5,1998,1998,0,828,0,115,943,943,695,0,1638,1,0,2,1,3,1,7,2,1998,2,472,100,38,0,0,0,0,0,7,2008,"RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","Gd","GLQ","Unf","GasA","Gd","Y","SBrkr","TA","Typ","Attchd","Fin","TA","TA","Y","WD","Normal"
"297",337,377426,20,14157,9,5,2005,2006,200,1249,0,673,1922,1922,0,0,1922,1,0,2,0,3,1,8,1,2005,3,676,178,51,0,0,0,0,0,7,2007,"RL","Pave","IR1","HLS","AllPub","Corner","Gtl","StoneBr","Norm","Norm","1Fam","1Story","Hip","CompShg","VinylSd","VinylSd","Stone","Gd","TA","PConc","Ex","TA","Gd","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Attchd","Fin","TA","TA","Y","WD","Normal"
"298",338,214000,20,9135,7,5,2002,2003,113,810,0,726,1536,1536,0,0,1536,1,0,2,0,3,1,7,0,2002,2,532,192,74,0,0,0,0,0,12,2008,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Attchd","RFn","TA","TA","Y","WD","Normal"
"299",339,202500,20,14145,7,7,1984,1998,0,213,0,995,1208,1621,0,0,1621,1,0,2,0,3,1,8,0,1984,2,440,108,45,0,0,0,0,400,5,2006,"RL","Pave","Reg","Lvl","AllPub","Corner","Gtl","NWAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","None","Gd","TA","CBlock","Gd","TA","Mn","ALQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Attchd","RFn","TA","TA","Y","WD","Normal"
"300",340,155000,20,12400,6,7,1958,1998,176,585,0,630,1215,1215,0,0,1215,0,0,1,0,3,1,6,0,1958,1,297,0,0,0,0,234,0,0,6,2009,"RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace","TA","TA","CBlock","TA","Fa","No","Rec","Unf","GasA","TA","Y","FuseA","TA","Typ","Attchd","Unf","TA","TA","Y","WD","Normal"
"301",341,202900,60,14191,8,5,2002,2002,0,0,0,967,967,993,915,0,1908,0,0,2,1,4,1,9,0,2002,2,431,135,0,0,0,0,0,0,4,2010,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Attchd","Fin","TA","TA","Y","WD","Normal"
"302",342,82000,20,8400,4,4,1950,1950,0,0,0,721,721,841,0,0,841,0,0,1,0,2,1,4,0,1950,1,294,250,0,24,0,0,0,0,9,2009,"RH","Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","AsbShng","None","Fa","Fa","CBlock","TA","Fa","No","Unf","Unf","GasA","Gd","Y","SBrkr","TA","Typ","CarPort","Unf","TA","TA","N","WD","Normal"
"303",344,266000,120,8849,9,5,2005,2005,616,28,0,1656,1684,1684,0,0,1684,0,0,2,0,2,1,6,1,2005,2,564,495,72,0,0,0,0,0,7,2008,"RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story","Hip","CompShg","MetalSd","MetalSd","BrkFace","Ex","TA","PConc","Ex","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Ex","Typ","Attchd","RFn","TA","TA","Y","WD","Normal"
"304",345,85000,160,2592,5,3,1976,1976,0,129,232,175,536,536,576,0,1112,0,0,1,1,3,1,4,0,1976,1,336,182,0,0,0,0,0,0,4,2010,"RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","CBlock","Gd","TA","No","Rec","BLQ","GasA","TA","Y","SBrkr","TA","Typ","Attchd","Unf","TA","TA","Y","WD","Normal"
"305",346,140200,50,6435,6,5,1939,1950,0,0,0,972,972,972,605,0,1577,0,0,1,0,3,1,6,1,1939,1,312,0,0,0,0,0,0,0,10,2006,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","RRAn","Norm","1Fam","1.5Fin","Gable","CompShg","MetalSd","MetalSd","None","TA","TA","BrkTil","TA","TA","No","Unf","Unf","GasA","Gd","Y","SBrkr","Fa","Typ","Detchd","Unf","TA","TA","Y","WD","Normal"
"306",347,151500,20,12772,6,8,1960,1998,0,498,0,460,958,958,0,0,958,0,0,1,0,2,1,5,0,1960,1,301,0,0,0,0,0,0,15500,4,2007,"RL","Pave","IR1","Lvl","AllPub","CulDSac","Gtl","NAmes","Norm","Norm","1Fam","1Story","Hip","CompShg","MetalSd","MetalSd","None","TA","Gd","CBlock","TA","TA","Mn","BLQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","Attchd","RFn","TA","TA","Y","WD","Normal"
"307",348,157500,20,17600,6,5,1960,1960,30,1270,0,208,1478,1478,0,0,1478,1,0,2,0,3,1,6,2,1960,2,498,0,40,0,0,0,0,0,12,2009,"RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace","TA","TA","CBlock","TA","TA","No","BLQ","Unf","GasA","Ex","Y","FuseA","TA","Typ","Attchd","Unf","TA","TA","Y","WD","Normal"
"308",349,154000,160,2448,7,5,2003,2004,106,573,0,191,764,764,862,0,1626,1,0,2,1,2,1,6,0,2003,2,474,0,27,0,0,0,0,0,10,2008,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","2Story","Gable","CompShg","VinylSd","Wd Shng","Stone","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","BuiltIn","RFn","TA","TA","Y","WD","Normal"
"309",350,437154,60,20431,9,5,2005,2006,870,1410,0,438,1848,1848,880,0,2728,1,0,2,1,4,1,10,2,2006,3,706,0,0,0,0,0,0,0,4,2006,"RL","Pave","IR2","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story","Hip","CompShg","CemntBd","CmentBd","BrkFace","Ex","TA","PConc","Ex","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Ex","Typ","Attchd","Fin","TA","TA","Y","New","Partial"
"310",351,318061,120,7820,9,5,2007,2007,362,0,0,1869,1869,1869,0,0,1869,0,0,2,0,2,1,6,1,2007,2,617,210,54,0,0,0,0,0,12,2007,"RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story","Hip","CompShg","MetalSd","MetalSd","BrkFace","Ex","TA","PConc","Ex","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Ex","Typ","Attchd","RFn","TA","TA","Y","New","Partial"
"311",352,190000,120,5271,7,5,1986,1986,0,1082,0,371,1453,1453,0,0,1453,1,0,1,1,2,1,6,1,1986,2,445,0,80,0,0,184,0,0,12,2006,"RL","Pave","IR1","Low","AllPub","Inside","Mod","ClearCr","Norm","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","PConc","Gd","TA","Gd","GLQ","Unf","GasA","Gd","Y","SBrkr","Gd","Typ","Attchd","RFn","TA","TA","Y","WD","Abnorml"
"312",353,95000,50,9084,5,6,1941,1950,0,236,380,0,616,616,495,0,1111,0,1,1,0,3,1,5,0,1941,1,200,48,0,0,0,0,0,0,3,2008,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Artery","Norm","1Fam","1.5Fin","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","CBlock","TA","Fa","Mn","LwQ","Rec","GasA","TA","N","SBrkr","TA","Typ","Detchd","Unf","TA","Fa","Y","ConLw","Normal"
"313",354,105900,30,8520,6,8,1928,2003,0,0,0,624,624,720,0,0,720,0,0,1,0,2,1,5,0,2005,2,484,106,0,0,0,0,0,0,5,2010,"RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","TA","Gd","BrkTil","TA","TA","No","Unf","Unf","GasA","Gd","Y","SBrkr","TA","Typ","Detchd","Unf","TA","TA","Y","WD","Normal"
"314",355,140000,50,8400,6,5,1940,2000,0,388,0,552,940,1192,403,0,1595,0,0,1,0,2,1,6,2,1940,1,240,0,0,108,0,0,0,0,6,2006,"RL","Pave","Reg","Bnk","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","Wd Sdng","MetalSd","None","TA","TA","CBlock","TA","TA","No","LwQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","Attchd","Unf","TA","TA","Y","WD","Normal"
"315",356,177500,20,11249,6,5,1995,1995,0,334,544,322,1200,1200,0,0,1200,1,0,2,0,3,1,6,0,1995,2,521,0,26,0,0,0,0,0,8,2007,"RL","Pave","IR2","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","Gd","Gd","PConc","Gd","Gd","No","ALQ","BLQ","GasA","Ex","Y","SBrkr","Gd","Typ","Attchd","RFn","TA","TA","Y","WD","Normal"
"316",357,173000,20,9248,6,6,1992,1992,106,560,0,598,1158,1167,0,0,1167,1,0,2,0,3,1,6,0,1992,2,400,120,26,0,0,0,0,0,7,2009,"RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Gd","Y","SBrkr","Gd","Typ","Attchd","RFn","TA","TA","Y","WD","Normal"
"317",358,134000,120,4224,5,5,1976,1976,0,874,0,268,1142,1142,0,0,1142,1,0,1,1,3,1,6,1,1976,2,528,536,90,0,0,0,0,0,8,2007,"RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","1Story","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","PConc","Gd","TA","No","ALQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","Attchd","Fin","TA","TA","Y","WD","Normal"
"318",359,130000,80,6930,5,4,1958,1958,120,300,294,468,1062,1352,0,0,1352,0,1,1,0,3,1,6,0,1958,1,288,168,0,294,0,0,0,0,7,2006,"RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","SLvl","Hip","CompShg","Wd Sdng","ImStucc","BrkFace","TA","TA","CBlock","TA","TA","Av","BLQ","Rec","GasA","Ex","Y","FuseF","Gd","Min2","BuiltIn","Unf","TA","TA","Y","WD","Abnorml"
"319",360,280000,60,12011,8,5,1998,1998,530,956,0,130,1086,1086,838,0,1924,1,0,2,1,3,1,7,1,1998,2,592,208,75,0,0,374,0,0,6,2006,"RL","Pave","IR1","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Attchd","RFn","TA","TA","Y","WD","Normal"
"320",361,156000,85,7540,6,6,1978,1978,0,773,0,115,888,912,0,0,912,1,0,1,0,2,1,5,1,1978,2,470,0,0,0,0,192,0,0,6,2007,"RL","Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","CBlock","Gd","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","Attchd","RFn","TA","TA","Y","WD","Normal"
"321",362,145000,50,9144,5,5,1940,1982,0,399,0,484,883,988,517,0,1505,1,0,1,0,3,1,8,0,1940,1,240,0,0,0,0,0,0,0,7,2008,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","MetalSd","MetalSd","None","TA","TA","CBlock","TA","TA","No","Rec","Unf","GasA","Gd","Y","SBrkr","TA","Typ","Detchd","Unf","TA","TA","N","WD","Normal"
"322",364,118000,160,1680,6,8,1972,2007,510,162,0,321,483,483,504,0,987,0,0,1,1,2,1,5,0,1972,1,264,250,0,0,0,0,0,0,5,2009,"RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story","Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","No","ALQ","Unf","GasA","Gd","Y","SBrkr","Gd","Typ","Detchd","Unf","TA","TA","Y","WD","Normal"
"323",365,190000,60,18800,6,5,1976,1976,120,712,0,84,796,790,784,0,1574,1,0,2,1,3,1,6,1,1976,2,566,306,111,0,0,0,0,0,7,2006,"RL","Pave","IR1","Lvl","AllPub","FR2","Gtl","NWAmes","Norm","Norm","1Fam","2Story","Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","PConc","Gd","TA","Mn","GLQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","Attchd","Fin","TA","TA","Y","WD","Normal"
"324",366,147000,70,10690,5,7,1920,1997,0,456,0,216,672,672,672,0,1344,0,0,1,0,3,1,6,0,1964,1,468,0,128,218,0,0,0,0,7,2009,"RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2Story","Hip","CompShg","VinylSd","VinylSd","None","TA","Gd","CBlock","TA","Fa","No","Rec","Unf","GasA","Gd","Y","FuseA","TA","Typ","Detchd","Unf","TA","Fa","Y","WD","Normal"
"325",367,159000,20,9500,6,5,1963,1963,247,609,0,785,1394,1394,0,0,1394,1,0,1,1,3,1,6,2,1963,2,514,0,76,0,0,185,0,0,7,2009,"RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","Plywood","Plywood","BrkFace","TA","TA","CBlock","Gd","TA","No","BLQ","Unf","GasA","Gd","Y","SBrkr","TA","Typ","Attchd","RFn","TA","TA","Y","WD","Normal"
"326",368,165000,80,9150,6,5,1962,1962,305,371,0,728,1099,1431,0,0,1431,0,1,1,0,3,1,6,1,1962,1,296,64,110,0,0,0,0,0,12,2008,"RL","Pave","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","SLvl","Gable","Tar&Grv","Plywood","Plywood","BrkFace","TA","TA","CBlock","Gd","TA","Gd","GLQ","Unf","GasA","Gd","Y","SBrkr","TA","Typ","Basment","RFn","TA","TA","Y","WD","Normal"
"327",369,132000,20,7800,5,6,1954,1954,200,540,0,728,1268,1268,0,0,1268,0,0,1,0,2,1,7,1,1954,1,244,0,98,0,0,0,0,0,3,2010,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","PConc","TA","TA","No","LwQ","Unf","GasA","Gd","Y","SBrkr","TA","Typ","Attchd","Fin","TA","TA","Y","WD","Normal"
"328",370,162000,20,9830,5,7,1959,2006,0,72,258,733,1063,1287,0,0,1287,1,0,1,0,3,1,7,1,1997,2,576,364,17,0,0,182,0,0,3,2010,"RL","Pave","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","Gd","CBlock","TA","TA","No","ALQ","Rec","GasA","Ex","Y","SBrkr","Gd","Typ","Detchd","Fin","TA","TA","Y","WD","Normal"
"329",371,172400,60,8121,6,5,2000,2000,0,0,0,953,953,953,711,0,1664,0,0,2,1,3,1,7,1,2000,2,460,100,40,0,0,0,0,0,1,2006,"RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","TA","Typ","Attchd","RFn","TA","TA","Y","WD","Normal"
"330",373,125000,120,7175,6,5,1984,1984,0,623,121,0,744,752,0,0,752,1,0,1,0,2,1,4,0,1984,1,264,353,0,0,0,90,0,0,2,2010,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","1Story","Gable","CompShg","Plywood","Plywood","None","TA","TA","CBlock","Gd","TA","No","ALQ","LwQ","GasA","TA","Y","SBrkr","TA","Typ","Attchd","Unf","TA","TA","Y","WD","Normal"
"331",374,123000,20,10634,5,6,1953,1953,0,428,180,0,608,1319,0,0,1319,1,0,1,0,3,1,5,0,1953,1,270,66,0,0,0,0,0,0,11,2009,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","MetalSd","MetalSd","None","TA","TA","PConc","TA","TA","No","BLQ","LwQ","GasA","TA","Y","SBrkr","TA","Min2","Attchd","Unf","TA","TA","Y","WD","Normal"
"332",375,219500,60,8200,7,5,2003,2004,0,0,0,847,847,847,1081,0,1928,0,0,2,1,4,1,8,1,2003,2,434,100,48,0,0,0,0,0,7,2007,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","BuiltIn","Fin","TA","TA","Y","WD","Normal"
"333",377,148000,85,8846,5,5,1996,1996,0,298,0,572,870,914,0,0,914,0,0,1,0,2,1,5,0,1998,2,576,0,0,0,0,0,0,0,7,2006,"RL","Pave","IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","SFoyer","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","Detchd","Unf","TA","TA","Y","WD","Normal"
